dim1,dim2,dim3,clicks,impressions,ctr,position
2025-10-09,interpreting service,gbr,0,1,0,12
2025-10-09,tatkowski,usa,0,1,0,6
2025-10-09,tomasz tatkowski,gbr,0,1,0,7
2025-10-09,translation documents online,irl,0,1,0,91
2025-10-09,translation services,irl,0,1,0,13
2025-10-09,translation services dublin,gbr,0,1,0,72
2025-10-10,certified translation service near me,irl,0,1,0,2
2025-10-10,medical translator,irl,0,1,0,13
2025-10-10,po polsku translate,usa,0,1,0,2
2025-10-10,po polsku translation,usa,0,1,0,2
2025-10-10,tatkowski,pol,0,1,0,1
2025-10-10,ukrainian birth certificate translation,usa,0,1,0,93
2025-10-10,ukrainian translation services,usa,0,1,0,99
2025-10-11,interpreting,irl,0,2,0,3
2025-10-11,polish birth certificate translation services,usa,0,1,0,70
2025-10-11,tatkowski,nld,0,1,0,1
2025-10-11,translation recruitment company,irl,0,1,0,4
2025-10-12,tatkowski,rou,0,1,0,2
2025-10-12,ukrainian translation services,usa,0,1,0,94
2025-10-13,apostille dublin,gbr,0,2,0,35.5
2025-10-13,apostille ireland,gbr,0,1,0,79
2025-10-13,apostille ireland,irl,0,1,0,75
2025-10-13,certified translation,irl,0,1,0,3
2025-10-13,document translation,irl,0,1,0,5
2025-10-13,translations,irl,0,2,0,9
2025-10-13,ukrainian translation agency,usa,0,1,0,90
2025-10-13,ukrainian translation service,usa,0,1,0,95
2025-10-13,ukrainian translation services,usa,0,2,0,95.5
2025-10-14,interpreting,irl,0,1,0,11
2025-10-14,polish translation services flemington,usa,0,1,0,86
2025-10-14,polish translation services glassboro,usa,0,1,0,92
2025-10-14,polish translation services toms river,usa,0,1,0,94
2025-10-14,polish translation services vineland,usa,0,1,0,95
2025-10-14,translate document,irl,0,1,0,60
2025-10-14,translation recruitment company,irl,0,1,0,4
2025-10-14,translation services,irl,0,1,0,13
2025-10-14,translator ukrainian,irl,0,1,0,66
2025-10-14,ukrainian translation services,usa,0,1,0,95
2025-10-15,apostille dublin,irl,0,2,0,47.5
2025-10-15,medical translator,irl,0,1,0,13
2025-10-15,tatkowski,pol,0,1,0,4
2025-10-15,translate document to english,irl,0,1,0,73
2025-10-15,translation services,irl,0,1,0,13
2025-10-15,translations,irl,0,1,0,11
2025-10-15,ukrainian translation services,usa,0,1,0,99
2025-10-16,free interpreting agency near me,gbr,0,1,0,11
2025-10-16,translate services,irl,0,1,0,2
2025-10-17,document translation,irl,0,1,0,8
2025-10-17,interpreter services,irl,0,1,0,14
2025-10-17,tatkowski,pol,0,2,0,4
2025-10-18,polish birth certificate translation,usa,0,1,0,98
2025-10-18,polish to english certified translation,usa,0,1,0,63
2025-10-18,translate documents,irl,0,1,0,1
2025-10-18,translation recruitment company,irl,0,1,0,4
2025-10-18,ukrainian translation services,usa,0,2,0,81.5
2025-10-19,certified ukrainian translation,ukr,0,1,0,91
2025-10-19,certified ukrainian translation,usa,0,1,0,71
2025-10-19,document translation services,irl,0,1,0,2
2025-10-19,tatkowski,usa,0,1,0,25
2025-10-19,ukrainian translator near me,ukr,0,1,0,101
2025-10-20,apostille dublin,irl,0,1,0,33
2025-10-20,certified translation from ukrainian to english,usa,0,3,0,74.66666666666667
2025-10-20,certified ukrainian translation,usa,0,1,0,58
2025-10-20,document apostille,irl,0,1,0,97
2025-10-20,polish to english certified translation,usa,0,2,0,87.5
2025-10-20,translation services,irl,0,3,0,10.666666666666666
2025-10-20,ukrainian translation service,usa,0,2,0,92
2025-10-21,apostille,irl,0,1,0,65
2025-10-21,apostille document,irl,0,1,0,99
2025-10-21,apostille dublin,irl,0,4,0,42
2025-10-21,apostille ireland,irl,0,1,0,66
2025-10-21,document translation,irl,0,3,0,31.666666666666668
2025-10-21,document translation services,irl,0,1,0,7
2025-10-21,document translations,irl,0,1,0,61
2025-10-21,medical translator,irl,0,1,0,13
2025-10-21,polish interpreter,irl,0,2,0,2
2025-10-21,polish translation services abington,usa,0,1,0,93
2025-10-21,polish translation services chester county,usa,0,1,0,75
2025-10-21,polish translation services downingtown,usa,0,1,0,80
2025-10-21,polish translation services flemington,usa,0,1,0,80
2025-10-21,polish translation services freehold,usa,0,1,0,99
2025-10-21,polish translation services glassboro,usa,0,1,0,95
2025-10-21,polish translation services norristown,usa,0,1,0,83
2025-10-21,polish translation services voorhees,usa,0,1,0,94
2025-10-21,polish translation services york,usa,0,1,0,84
2025-10-21,translate document,irl,0,2,0,61.5
2025-10-21,translation of documents,irl,0,1,0,91
2025-10-21,translation service,irl,0,1,0,3
2025-10-21,translator spanish,irl,0,1,0,85
2025-10-21,ukrainian translation services,usa,0,1,0,82
2025-10-22,certified ukrainian translation,ukr,0,2,0,81
2025-10-22,certified ukrainian translation,usa,0,3,0,64
2025-10-22,interpreting,irl,0,1,0,8
2025-10-22,ukrainian translation agency,ukr,0,1,0,85
2025-10-22,ukrainian translation services,ukr,0,1,0,85
2025-10-22,ukrainian translator near me,ukr,0,1,0,95
2025-10-23,interpreter services,irl,0,1,0,9
2025-10-23,interpreting,irl,0,3,0,9
2025-10-23,ukrainian translation agency,cze,0,1,0,21
2025-10-24,certified translation near me,gbr,0,1,0,1
2025-10-24,legal translation polish english,usa,0,1,0,96
2025-10-25,certified ukrainian translation,usa,0,1,0,52
2025-10-25,translation recruitment company,irl,0,1,0,12
2025-10-25,ukrainian certified translation,ukr,0,1,0,61
2025-10-25,ukrainian certified translation,usa,0,1,0,52
2025-10-25,ukrainian translation service,usa,0,1,0,89
2025-10-26,interpreting,irl,0,1,0,10
2025-10-26,tatkowski,gbr,0,1,0,1
2025-10-26,translations,irl,0,1,0,4
2025-10-27,certified translation from ukrainian to english,usa,0,3,0,71
2025-10-27,interpruting,irl,0,1,0,6
2025-10-27,medical translation services,irl,0,5,0,75.2
2025-10-27,medical translator,irl,0,1,0,13
2025-10-27,polish interpreter,irl,0,1,0,1
2025-10-27,polish to english certified translation,usa,0,4,0,81.5
2025-10-27,translation services,irl,0,5,0,2.4
2025-10-28,certified translation services,irl,0,1,0,8
2025-10-28,certified ukrainian translation,usa,0,2,0,82.5
2025-10-28,polish translation services downingtown,usa,0,1,0,86
2025-10-28,polish translation services flemington,usa,0,1,0,81
2025-10-28,polish translation services freehold,usa,0,1,0,88
2025-10-28,polish translation services glassboro,usa,0,1,0,91
2025-10-28,polish translation services hunterdon county,usa,0,1,0,95
2025-10-28,polish translation services middletown,usa,0,1,0,97
2025-10-28,polish translation services monmouth county,usa,0,1,0,85
2025-10-28,polish translation services norristown,usa,0,1,0,93
2025-10-28,polish translation services ocean county,usa,0,1,0,94
2025-10-28,polish translation services toms river,usa,0,1,0,100
2025-10-28,polish translation services trenton,usa,0,1,0,97
2025-10-28,tatkowski,gbr,0,1,0,1
2025-10-28,translation recruitment company,irl,0,1,0,12
2025-10-28,ukrainian certified translation,usa,0,3,0,51.333333333333336
2025-10-28,ukrainian translation service,usa,0,2,0,88.5
2025-10-29,tatkowski,pol,0,1,0,7
2025-10-30,certified translation,irl,0,2,0,4
2025-10-30,interpreting services,irl,0,1,0,14
2025-10-30,kowski,gbr,0,1,0,53
2025-10-31,certified translation,irl,0,1,0,8
2025-10-31,certified ukrainian translation,usa,0,2,0,58
2025-10-31,ukrainian certified translation,ukr,0,1,0,90
2025-10-31,ukrainian certified translation,usa,0,3,0,47.666666666666664
2025-10-31,ukrainian translation service,usa,0,1,0,92
2025-11-07,tatkowski,gbr,1,1,1,1
2025-11-07,tatkowski,irl,1,1,1,1
2025-11-12,translator service,irl,1,2,0.5,1
2025-11-15,tatkowski,irl,1,1,1,2
2025-11-19,tatkowski,irl,1,2,0.5,2
2025-11-20,tatkowski,irl,1,1,1,1
2025-11-01,certified translation services dublin,irl,0,1,0,2
2025-11-01,inis in english,usa,0,1,0,27
2025-11-01,medical interpreter,irl,0,1,0,5
2025-11-01,medical translator,irl,0,3,0,11
2025-11-01,spanish language translator,irl,0,1,0,95
2025-11-01,tatkowski,tur,0,1,0,4
2025-11-01,translation recruitment company,irl,0,1,0,12
2025-11-02,apostille ireland,usa,0,1,0,77
2025-11-02,certified translation from ukrainian to english,usa,0,1,0,87
2025-11-02,certified translation ukrainian to english,usa,0,1,0,72
2025-11-02,medical translator,irl,0,1,0,6
2025-11-03,certified english translation,irl,0,1,0,9
2025-11-03,certified polish translator,usa,0,1,0,66
2025-11-03,certified translation from ukrainian to english,usa,0,1,0,82
2025-11-03,certified translation services near me,irl,0,1,0,1
2025-11-03,interpreter for medical appointments,irl,0,1,0,1
2025-11-03,interpreting,irl,0,2,0,5
2025-11-03,polish birth certificate translation services,usa,0,2,0,96
2025-11-03,polish to english certified translation,usa,0,1,0,89
2025-11-04,translator dublin,usa,0,1,0,12
2025-11-04,ukrainian birth certificate translation services,usa,0,1,0,89
2025-11-04,ukrainian certified translation,ukr,0,2,0,91
2025-11-04,ukrainian certified translation,usa,0,2,0,52.5
2025-11-04,ukrainian translation agency,usa,0,1,0,94
2025-11-05,polish translation services berks county,usa,0,1,0,98
2025-11-05,polish translation services doylestown,usa,0,1,0,68
2025-11-05,polish translation services flemington,usa,0,1,0,83
2025-11-05,polish translation services freehold,usa,0,1,0,89
2025-11-05,polish translation services glassboro,usa,0,1,0,92
2025-11-05,polish translation services haddonfield,usa,0,1,0,82
2025-11-05,polish translation services middletown,usa,0,1,0,100
2025-11-05,polish translation services ocean county,usa,0,1,0,88
2025-11-05,polish translation services toms river,usa,0,1,0,88
2025-11-05,polish translation services trenton,usa,0,1,0,100
2025-11-05,translation recruitment company,irl,0,1,0,31
2025-11-05,ukrainian birth certificate translation services,usa,0,1,0,87
2025-11-06,certified translation services near me,irl,0,1,0,1
2025-11-06,certified ukrainian translation,usa,0,1,0,53
2025-11-06,court-accepted legal translation services,ind,0,1,0,58
2025-11-06,polish birth certificate translation services,usa,0,1,0,78
2025-11-06,polski tłumacz irlandia,irl,0,1,0,19
2025-11-06,tatkowski,irl,0,1,0,2
2025-11-06,ukrainian birth certificate translation services,usa,0,1,0,90
2025-11-06,ukrainian certified translation,ukr,0,2,0,56.5
2025-11-06,ukrainian certified translation,usa,0,2,0,46.5
2025-11-06,ukrainian translation agency,usa,0,1,0,94
2025-11-07,interpreting,irl,0,4,0,9
2025-11-07,polski tłumacz irlandia,irl,0,1,0,14
2025-11-08,certified polish translator,usa,0,1,0,72
2025-11-08,polish birth certificate translation services,usa,0,1,0,84
2025-11-08,polski tłumacz irlandia,irl,0,1,0,19
2025-11-08,tatkowski,deu,0,1,0,5
2025-11-09,apostille,irl,0,1,0,66
2025-11-09,apostille dublin,irl,0,1,0,40
2025-11-09,polish translations,irl,0,1,0,70
2025-11-09,polish translator,irl,0,1,0,84
2025-11-09,polski tłumacz irlandia,irl,0,1,0,15
2025-11-09,translation service dublin,irl,0,1,0,87
2025-11-09,translator polish english,irl,0,1,0,98
2025-11-09,translator polish to english,irl,0,1,0,95
2025-11-09,ukrainian birth certificate translation services,usa,0,1,0,84
2025-11-09,ukrainian certified translation,ukr,0,2,0,74
2025-11-09,ukrainian certified translation,usa,0,1,0,43
2025-11-10,certified translation from ukrainian to english,usa,0,2,0,73
2025-11-10,polish birth certificate translation services,usa,0,1,0,75
2025-11-10,polish legal translations,usa,0,1,0,84
2025-11-10,polish medical translation,usa,0,1,0,96
2025-11-10,polish to english certified translation,usa,0,1,0,97
2025-11-11,document translation services near me,irl,0,1,0,2
2025-11-11,interpreting services near me,irl,0,1,0,14
2025-11-11,polish translation services dover,usa,0,1,0,96
2025-11-11,polish translation services doylestown,usa,0,1,0,78
2025-11-11,polish translation services freehold,usa,0,1,0,86
2025-11-11,polish translation services middletown,usa,0,1,0,85
2025-11-11,polish translation services monmouth county,usa,0,1,0,87
2025-11-11,polish translation services toms river,usa,0,1,0,86
2025-11-11,polish translation services vineland,usa,0,1,0,91
2025-11-11,polish translation services voorhees,usa,0,1,0,93
2025-11-11,translation agency dublin,irl,0,1,0,20
2025-11-11,translation recruitment company,irl,0,1,0,41
2025-11-12,certified translation dublin,irl,0,1,0,2
2025-11-12,certified ukrainian translation,usa,0,2,0,89.5
2025-11-12,polish translation services ardmore,usa,0,1,0,83
2025-11-12,polish translation services haddonfield,usa,0,1,0,92
2025-11-12,polish translation services kent county,usa,0,1,0,97
2025-11-12,polish translation services wilmington,usa,0,1,0,88
2025-11-12,translation services,irl,0,2,0,9.5
2025-11-12,ukrainian certified translation,usa,0,2,0,47
2025-11-12,ukrainian translation agency,ukr,0,1,0,86
2025-11-12,ukrainian translation agency,usa,0,1,0,100
2025-11-13,kowski,deu,0,1,0,9
2025-11-13,tatkowski,gbr,0,1,0,1
2025-11-13,translation services dublin,bel,0,1,0,50
2025-11-13,translation services dublin,gbr,0,1,0,50
2025-11-13,translation services dublin,usa,0,1,0,47
2025-11-13,ukrainian translation services,usa,0,1,0,100
2025-11-14,certified translation services in ireland,esp,0,1,0,72
2025-11-14,certified translation services in ireland,usa,0,2,0,104
2025-11-14,document translation services near me,irl,0,1,0,5
2025-11-14,interpreting and translation services,irl,0,1,0,8
2025-11-14,legal translation polish english,usa,0,1,0,84
2025-11-14,polish birth certificate translation services,usa,0,1,0,92
2025-11-14,polski tłumacz irlandia,irl,0,1,0,18
2025-11-14,translation services dublin,gbr,0,1,0,53
2025-11-14,translation services dublin,jpn,0,1,0,50
2025-11-14,translator dublin,irl,0,1,0,71
2025-11-15,certified ukrainian translation,usa,0,2,0,63.5
2025-11-15,document translation services near me,irl,0,1,0,1
2025-11-15,english translation dublin,gbr,0,1,0,1
2025-11-15,translation recruitment company,irl,0,1,0,31
2025-11-15,translation services dublin,gbr,0,1,0,56
2025-11-15,translation services dublin,irl,0,1,0,1
2025-11-15,ukrainian certified translation,ukr,0,2,0,59
2025-11-15,ukrainian certified translation,usa,0,2,0,54
2025-11-15,ukrainian translation agency,usa,0,1,0,98
2025-11-15,ukrainian translation services,usa,0,1,0,77
2025-11-16,medical interpreter,irl,0,1,0,7
2025-11-16,polski tłumacz irlandia,irl,0,1,0,18
2025-11-16,translation,irl,0,1,0,8
2025-11-16,translation services dublin,gbr,0,3,0,47.333333333333336
2025-11-16,translation services dublin,ita,0,1,0,49
2025-11-16,translation services dublin,usa,0,1,0,49
2025-11-17,certified translation from ukrainian to english,usa,0,2,0,70.5
2025-11-17,german interpreter near me,irl,0,1,0,2
2025-11-17,polish document translation services,usa,0,1,0,94
2025-11-17,polish to english certified translation,usa,0,3,0,81.66666666666667
2025-11-18,24 hour translation services,irl,0,2,0,2
2025-11-18,certified translation,irl,0,1,0,9
2025-11-18,certified translation services,irl,0,1,0,1
2025-11-18,certified translation services dublin,irl,0,1,0,12
2025-11-18,certified ukrainian translation,usa,0,2,0,67.5
2025-11-18,in-person interpreter services near me,irl,0,1,0,2
2025-11-18,polish translation services freehold,usa,0,1,0,99
2025-11-18,polish translation services middletown,usa,0,1,0,80
2025-11-18,polish translation services monmouth county,usa,0,1,0,81
2025-11-18,polish translation services ocean county,usa,0,1,0,82
2025-11-18,polish translation services voorhees,usa,0,1,0,76
2025-11-18,tatkowski,gbr,0,1,0,1
2025-11-18,translation recruitment company,irl,0,2,0,31
2025-11-18,ukrainian birth certificate translation,usa,0,1,0,72
2025-11-18,ukrainian certified translation,usa,0,1,0,39
2025-11-18,ukrainian translation agency,usa,0,1,0,97
2025-11-18,ukrainian translation services,ukr,0,1,0,86
2025-11-19,24 hour translation services,irl,0,1,0,13
2025-11-19,certified translation from polish to english,gbr,0,1,0,80
2025-11-19,polish birth certificate translation services,usa,0,1,0,84
2025-11-19,polish translation services ardmore,usa,0,2,0,86
2025-11-19,translation,irl,0,1,0,14
2025-11-19,translation services,irl,0,1,0,2
2025-11-19,translation services dublin,gbr,0,1,0,53
2025-11-19,ukrainian birth certificate translation services,usa,0,1,0,92
2025-11-19,ukrainian translation services,usa,0,2,0,87.5
2025-11-20,polish death certificate,usa,0,1,0,86
2025-11-20,polish translation services burlington county,usa,0,2,0,93.5
2025-11-20,polish translation services haddonfield,usa,0,1,0,72
2025-11-20,translation services,irl,0,1,0,13
2025-11-20,translation services dublin,gbr,0,1,0,50
2025-11-20,translation services dublin,usa,0,1,0,50
2025-11-21,certified ukrainian translation,usa,0,2,0,59.5
2025-11-21,document translation services,irl,0,1,0,3
2025-11-21,document translation services near me,irl,0,1,0,1
2025-11-21,polski tłumacz irlandia,irl,0,2,0,17
2025-11-21,tatkowski,deu,0,1,0,6
2025-11-21,translation services dublin,gbr,0,1,0,50
2025-11-21,ukrainian birth certificate translation,usa,0,1,0,74
2025-11-21,ukrainian certified translation,usa,0,2,0,47
2025-11-21,ukrainian interpreting services,usa,0,1,0,90
2025-11-21,ukrainian translation agency,usa,0,2,0,87.5
