dim1,dim2,dim3,clicks,impressions,ctr,position
2026-04-26,https://tatkowski.co.uk/polish-translation/,DESKTOP,0,1,0,56
2026-04-26,https://tatkowski.co.uk/ukvi-translation-guide/,DESKTOP,0,1,0,67
2026-05-02,https://tatkowski.co.uk/polish-translation/,DESKTOP,0,1,0,48
2026-05-05,https://tatkowski.co.uk/medical-interpreting/,DESKTOP,0,1,0,22
2026-05-05,https://tatkowski.co.uk/medical-interpreting/,MOBILE,0,1,0,13
2026-05-05,https://tatkowski.co.uk/polish-translation/,DESKTOP,0,1,0,59
2026-05-06,https://tatkowski.co.uk/polish-translation/,DESKTOP,0,2,0,53
2026-05-06,https://tatkowski.co.uk/polish-translator-london/,DESKTOP,0,1,0,27
2026-05-07,https://tatkowski.co.uk/translate-documents-dublin/,DESKTOP,0,4,0,74.25
2026-05-08,https://tatkowski.co.uk/translate-documents-dublin/,DESKTOP,0,1,0,54
2026-05-09,https://tatkowski.co.uk/polish-translation/,DESKTOP,0,1,0,26
2026-05-09,https://tatkowski.co.uk/polish-translator-london/,DESKTOP,0,1,0,54
2026-05-10,https://tatkowski.co.uk/medical-translation/,DESKTOP,0,1,0,59
2026-05-11,https://tatkowski.co.uk/medical-translation/,DESKTOP,0,2,0,95
2026-05-11,https://tatkowski.co.uk/polish-translation/,DESKTOP,0,1,0,50
2026-05-12,https://tatkowski.co.uk/legal-translation/,DESKTOP,0,1,0,92
2026-05-12,https://tatkowski.co.uk/medical-interpreting/,DESKTOP,0,1,0,20
2026-05-12,https://tatkowski.co.uk/medical-interpreting/,MOBILE,0,1,0,19
2026-05-12,https://tatkowski.co.uk/medical-translation/,DESKTOP,0,9,0,83.44444444444444
2026-05-12,https://tatkowski.co.uk/medical-translation/,MOBILE,0,3,0,78.66666666666667
2026-05-12,https://tatkowski.co.uk/polish-translation/,DESKTOP,0,3,0,62
2026-05-12,https://tatkowski.co.uk/polish-translator-london/,DESKTOP,0,1,0,50
2026-05-13,https://tatkowski.co.uk/legal-translation/,DESKTOP,0,4,0,72.25
2026-05-13,https://tatkowski.co.uk/polish-translation/,DESKTOP,0,2,0,50.5
2026-05-14,https://tatkowski.co.uk/polish-translation/,DESKTOP,0,2,0,51.5
2026-05-15,https://tatkowski.co.uk/polish-translator-london/,DESKTOP,0,2,0,40.5
2026-05-16,https://tatkowski.co.uk/polish-translation/,DESKTOP,0,1,0,47
2026-05-16,https://tatkowski.co.uk/polish-translation/,MOBILE,0,1,0,29
2026-05-16,https://tatkowski.co.uk/polish-translator-london/,DESKTOP,0,1,0,34
2026-05-17,https://tatkowski.co.uk/interpreting/,DESKTOP,0,1,0,44
2026-05-17,https://tatkowski.co.uk/medical-translation/,DESKTOP,0,1,0,44
2026-05-17,https://tatkowski.co.uk/polish-translation/,DESKTOP,0,2,0,42
2026-05-18,https://tatkowski.co.uk/medical-translation/,DESKTOP,0,1,0,29
2026-05-18,https://tatkowski.co.uk/polish-translation/,DESKTOP,0,3,0,50.333333333333336
2026-05-19,https://tatkowski.co.uk/polish-translation/,DESKTOP,0,2,0,53.5
2026-05-19,https://tatkowski.co.uk/translate-documents-london/,DESKTOP,0,1,0,44
2026-05-20,https://tatkowski.co.uk/polish-translation/,DESKTOP,0,4,0,54
2026-05-21,https://tatkowski.co.uk/polish-translation/,DESKTOP,0,2,0,53.5
2026-05-22,https://tatkowski.co.uk/polish-translation/,DESKTOP,0,2,0,55
2026-05-23,https://tatkowski.co.uk/phone-interpreting/,DESKTOP,0,2,0,65.5
2026-05-23,https://tatkowski.co.uk/polish-translation/,DESKTOP,0,2,0,52
2026-05-23,https://tatkowski.co.uk/polish-translation/,MOBILE,0,2,0,30.5
2026-05-24,https://tatkowski.co.uk/polish-translation/,DESKTOP,0,2,0,46
2026-05-25,https://tatkowski.co.uk/medical-translation/,DESKTOP,0,1,0,35
2026-05-25,https://tatkowski.co.uk/polish-translation/,DESKTOP,0,2,0,45
2026-05-26,https://tatkowski.co.uk/polish-translation/,DESKTOP,0,2,0,53
2026-05-26,https://tatkowski.co.uk/polish-translation/,MOBILE,0,2,0,33.5
2026-05-27,https://tatkowski.co.uk/polish-translation/,DESKTOP,0,3,0,48.333333333333336
2026-05-28,https://tatkowski.co.uk/polish-translation/,DESKTOP,0,2,0,54
2026-05-29,https://tatkowski.co.uk/,MOBILE,0,1,0,1
2026-05-29,https://tatkowski.co.uk/polish-translation/,DESKTOP,0,2,0,49
2026-05-30,https://tatkowski.co.uk/polish-translation/,DESKTOP,0,5,0,41.8
2026-06-01,https://tatkowski.co.uk/,DESKTOP,0,1,0,7
2026-06-01,https://tatkowski.co.uk/birth-certificate-translation-uk/,MOBILE,0,1,0,79
2026-06-01,https://tatkowski.co.uk/certified-translation/,DESKTOP,0,1,0,96
2026-06-01,https://tatkowski.co.uk/certified-translation/,MOBILE,0,1,0,9
2026-06-01,https://tatkowski.co.uk/family-visa-translation/,DESKTOP,0,1,0,61
2026-06-01,https://tatkowski.co.uk/medical-translation/,DESKTOP,0,1,0,43
2026-06-01,https://tatkowski.co.uk/polish-translation/,DESKTOP,0,3,0,64.33333333333334
2026-06-01,https://tatkowski.co.uk/skilled-worker-visa-translation/,DESKTOP,0,1,0,67
